antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Thin and Light Laptop, Windows 10 Home","8 GB, Processing & Multitasking",0.211864406779661,0.4533898305084746,0.1408898305084746,0.6650000000000001,1.466728971962617,1.0,0.044832663027865566,1.6316721477358975,0.4037513137682917,0.2686868686868687,0.3871317829457367,0.487873831775701
"Core i3, DDR4, Thin and Light Laptop","Intel, Processing & Multitasking",0.13665254237288135,0.5709745762711864,0.11440677966101695,0.8372093023255814,1.4662812270785694,1.0,0.03638165218328067,2.6354418886198556,0.36833674164962515,0.19285714285714287,0.6205569910996269,0.5187901799197481
"AMD, DDR4, Gaming",Windows 10 Home,0.0847457627118644,0.4523305084745763,0.05614406779661017,0.6625000000000001,1.4646370023419206,1.0,0.017810973858086762,1.622724419334589,0.3466107617051014,0.11674008810572686,0.38375241779497116,0.39331088992974245
"Core i3, Windows 10 Home","DDR4, Processing & Multitasking, Thin and Light Laptop",0.08898305084745763,0.3983050847457627,0.05190677966101695,0.5833333333333334,1.4645390070921986,1.0,0.016464378052283825,1.4440677966101696,0.348172757475083,0.1192214111922141,0.307511737089202,0.3568262411347518
"Core i3, Intel, Windows 10 Home","DDR4, Processing & Multitasking, Thin and Light Laptop",0.08898305084745763,0.3983050847457627,0.05190677966101695,0.5833333333333334,1.4645390070921986,1.0,0.016464378052283825,1.4440677966101696,0.348172757475083,0.1192214111922141,0.307511737089202,0.3568262411347518
"Core i3, DDR4, Everyday Use, Intel",8 GB,0.0847457627118644,0.5720338983050848,0.07097457627118645,0.8375000000000001,1.4640740740740743,1.0,0.02249712726228096,2.6336375488917882,0.3463239358761747,0.12115732368896925,0.6202970297029706,0.4807870370370371
"Core i3, DDR4, Everyday Use",8 GB,0.0847457627118644,0.5720338983050848,0.07097457627118645,0.8375000000000001,1.4640740740740743,1.0,0.02249712726228096,2.6336375488917882,0.3463239358761747,0.12115732368896925,0.6202970297029706,0.4807870370370371
"8 GB, Core i5, DDR4","Intel, Processing & Multitasking, Thin and Light Laptop",0.1917372881355932,0.3474576271186441,0.09745762711864407,0.5082872928176796,1.4628756232313704,1.0,0.03083704395288711,1.3270805560845556,0.3914752977377629,0.2206235011990408,0.24646624094137906,0.3943875488478642
"Core i3, Thin and Light Laptop","8 GB, DDR4, Processing & Multitasking",0.13983050847457626,0.4247881355932203,0.08686440677966102,0.6212121212121213,1.462404594574171,1.0,0.02746606578569378,1.5185593220338987,0.36759581881533115,0.18181818181818182,0.3414811094369108,0.4128504496334921
"Core i3, Intel, Thin and Light Laptop","8 GB, DDR4, Processing & Multitasking",0.13983050847457626,0.4247881355932203,0.08686440677966102,0.6212121212121213,1.462404594574171,1.0,0.02746606578569378,1.5185593220338987,0.36759581881533115,0.18181818181818182,0.3414811094369108,0.4128504496334921
"8 GB, Everyday Use, Processing & Multitasking",Windows 11 Home,0.09322033898305085,0.388771186440678,0.05296610169491525,0.5681818181818181,1.4614812979935594,1.0,0.016724719908072387,1.4154772524531665,0.3482242990654204,0.12345679012345678,0.29352449976366773,0.35221080009908345
"8 GB, Core i5, DDR4","Intel, Processing & Multitasking",0.1917372881355932,0.5709745762711864,0.15995762711864406,0.8342541436464088,1.4611055873881447,1.0,0.050480510270037346,2.588453389830508,0.39045073038632794,0.26537785588752194,0.6136689175363208,0.5572012833259874
"8 GB, DDR4, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1440677966101695,0.513771186440678,0.10805084745762712,0.75,1.4597938144329896,1.0,0.03403296466532606,1.944915254237288,0.367986798679868,0.19653179190751444,0.485838779956427,0.48015463917525775
"Core i3, Windows 11 Home","8 GB, DDR4, Processing & Multitasking",0.09745762711864407,0.4247881355932203,0.06038135593220339,0.6195652173913043,1.4585275940583324,1.0,0.018982512209135306,1.5119854721549635,0.34832386129643356,0.13073394495412843,0.3386179838257667,0.3808549278976472
"Core i3, Intel, Windows 11 Home","8 GB, DDR4, Processing & Multitasking",0.09745762711864407,0.4247881355932203,0.06038135593220339,0.6195652173913043,1.4585275940583324,1.0,0.018982512209135306,1.5119854721549635,0.34832386129643356,0.13073394495412843,0.3386179838257667,0.3808549278976472
"DDR4, Gaming Laptop",Windows 10 Home,0.20233050847457626,0.4523305084745763,0.13347457627118645,0.6596858638743456,1.458415586644923,1.0,0.0419543144929618,1.609305736636245,0.3940534159657666,0.25609756097560976,0.3786140338440662,0.47738391554373016
Gaming Laptop,"DDR4, Windows 10 Home",0.22139830508474576,0.4141949152542373,0.13347457627118645,0.6028708133971292,1.4555244190457544,1.0,0.041772524059178404,1.4750995507453546,0.4019544325666775,0.2658227848101266,0.32207965252602166,0.46256072639165924
"Natural Silver, Thin and Light Laptop","DDR4, Processing & Multitasking",0.059322033898305086,0.6747881355932204,0.05826271186440678,0.9821428571428571,1.455483292217986,1.0,0.01823290721057167,18.21186440677961,0.33267813267813257,0.08620689655172414,0.9450907398790134,0.5342425431711145
"16 GB, Core i5","DDR4, Intel, Processing & Multitasking",0.09322033898305085,0.4841101694915254,0.06567796610169492,0.7045454545454546,1.45534115774816,1.0,0.02054905199655272,1.7460886571056065,0.34504069942719334,0.1283643892339545,0.42729139443718506,0.42010642530336184
"8 GB, DDR4, Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1048728813559322,0.513771186440678,0.07838983050847458,0.7474747474747475,1.4548786837446632,1.0,0.024509165828784832,1.9254661016949155,0.3492883415960339,0.14509803921568626,0.4806452322792193,0.4500260335311882
"8 GB, Core i5, Thin and Light Laptop","DDR4, Intel",0.11970338983050847,0.614406779661017,0.10699152542372882,0.8938053097345133,1.454745193774794,1.0,0.033444951163458775,3.6310028248587587,0.3551012140925283,0.17060810810810811,0.7245939900807159,0.5339716203844981
"Thin and Light Laptop, Transparent Silver","DDR4, Processing & Multitasking",0.057203389830508475,0.6747881355932204,0.05614406779661017,0.9814814814814815,1.454503168788883,1.0,0.01754389902326918,17.56144067796613,0.33143947424210307,0.08307210031347963,0.9430570635782363,0.532341996627711
"16 GB, Core i5, Processing & Multitasking",Thin and Light Laptop,0.0836864406779661,0.513771186440678,0.0625,0.7468354430379747,1.4536343468615425,1.0,0.01950431808388394,1.9206038135593217,0.3405701969236798,0.11683168316831684,0.4793304100824577,0.4342424637870286
"16 GB, Core i5, Intel, Processing & Multitasking",Thin and Light Laptop,0.0836864406779661,0.513771186440678,0.0625,0.7468354430379747,1.4536343468615425,1.0,0.01950431808388394,1.9206038135593217,0.3405701969236798,0.11683168316831684,0.4793304100824577,0.4342424637870286
"8 GB, Core i3, Windows 11 Home","DDR4, Intel, Processing & Multitasking",0.0858050847457627,0.4841101694915254,0.06038135593220339,0.7037037037037037,1.4536023988978037,1.0,0.018842241812697502,1.7411281779661019,0.3413429285844972,0.11850311850311852,0.42565974598828815,0.4142150903638869
"Core i3, DDR4, Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.07097457627118645,0.513771186440678,0.05296610169491525,0.7462686567164178,1.4525311586397907,1.0,0.0165014094369434,1.9163135593220333,0.3353477765108322,0.099601593625498,0.478164731896075,0.4246807201107862
"Core i3, DDR4, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.07097457627118645,0.513771186440678,0.05296610169491525,0.7462686567164178,1.4525311586397907,1.0,0.0165014094369434,1.9163135593220333,0.3353477765108322,0.099601593625498,0.478164731896075,0.4246807201107862
"Core i3, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.05296610169491525,0.6747881355932204,0.05190677966101695,0.9800000000000001,1.4523076923076923,1.0,0.016165882648664177,16.260593220339057,0.32885906040268453,0.0768025078369906,0.9385016286644954,0.5284615384615385
"Core i3, Intel, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.05296610169491525,0.6747881355932204,0.05190677966101695,0.9800000000000001,1.4523076923076923,1.0,0.016165882648664177,16.260593220339057,0.32885906040268453,0.0768025078369906,0.9385016286644954,0.5284615384615385
"8 GB, Core i5, DDR4, Thin and Light Laptop","Processing & Multitasking, Windows 10 Home",0.10699152542372882,0.375,0.05826271186440678,0.5445544554455445,1.452145214521452,1.0,0.018140889830508468,1.3722826086956519,0.3486681764261834,0.1375,0.2712871287128712,0.34996084354198126
"8 GB, Core i5, DDR4, Intel, Thin and Light Laptop","Processing & Multitasking, Windows 10 Home",0.10699152542372882,0.375,0.05826271186440678,0.5445544554455445,1.452145214521452,1.0,0.018140889830508468,1.3722826086956519,0.3486681764261834,0.1375,0.2712871287128712,0.34996084354198126
"Core i3, Thin and Light Laptop, Windows 11 Home","Intel, Processing & Multitasking",0.06779661016949153,0.5709745762711864,0.05614406779661017,0.828125,1.4503710575139148,1.0,0.017433927032461938,2.4961479198767336,0.3331046312178388,0.09636363636363637,0.5993827160493828,0.46322762059369205
"8 GB, Core i3, Processing & Multitasking, Windows 11 Home","DDR4, Intel",0.06779661016949153,0.614406779661017,0.06038135593220339,0.890625,1.4495689655172412,1.0,0.018726659006032743,3.5254237288135593,0.3326953748006379,0.09710391822827938,0.7163461538461539,0.4944504310344828
"Everyday Use, Thin and Light Laptop, Windows 11 Home",8 GB,0.08050847457627118,0.5720338983050848,0.06673728813559322,0.8289473684210528,1.449122807017544,1.0,0.02068371157713301,2.501955671447199,0.33706385780118503,0.11392405063291139,0.6003126628452322,0.47280701754385973
LPDDR4X,"Processing & Multitasking, Thin and Light Laptop",0.0847457627118644,0.4661016949152542,0.057203389830508475,0.675,1.4481818181818182,1.0,0.017703246193622527,1.6427640156453718,0.3381344307270234,0.11587982832618027,0.3912698412698414,0.39886363636363636
"8 GB, DDR4, Everyday Use, Windows 11 Home",Thin and Light Laptop,0.0826271186440678,0.513771186440678,0.0614406779661017,0.7435897435897436,1.4473169442241607,1.0,0.01898924518816432,1.896292372881356,0.3369037190411722,0.11485148514851487,0.47265515892966875,0.4315886862278615
"8 GB, Core i5, DDR4","Intel, Thin and Light Laptop",0.1917372881355932,0.3855932203389831,0.10699152542372882,0.5580110497237569,1.4471495355473256,1.0,0.03305892703246194,1.3900953389830508,0.3822846242684557,0.22747747747747746,0.2806248809297009,0.4177417885981422
"AMD, DDR4, Gaming, Gaming Laptop",Windows 10 Home,0.0826271186440678,0.4523305084745763,0.05402542372881356,0.6538461538461539,1.4455053143577734,1.0,0.01665065713875323,1.582156308851224,0.3359597880722727,0.11233480176211455,0.3679511977384318,0.38664204647811207
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.0847457627118644,0.614406779661017,0.07521186440677965,0.8875,1.4444827586206894,1.0,0.023143493249066352,3.42749529190207,0.33620239958268117,0.12054329371816637,0.7082417582417581,0.5049568965517242
"Core i5, Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.0847457627118644,0.614406779661017,0.07521186440677965,0.8875,1.4444827586206894,1.0,0.023143493249066352,3.42749529190207,0.33620239958268117,0.12054329371816637,0.7082417582417581,0.5049568965517242
"8 GB, Thin and Light Laptop, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.1440677966101695,0.4841101694915254,0.10063559322033898,0.6985294117647058,1.4429141459647317,1.0,0.030890907785119215,1.7112443158329886,0.3586242834809797,0.19076305220883535,0.4156299069935982,0.4532034367357446
"8 GB, Core i5, Windows 10 Home","Intel, Thin and Light Laptop",0.11440677966101695,0.3855932203389831,0.0635593220338983,0.5555555555555556,1.4407814407814408,1.0,0.019444843435794307,1.382415254237288,0.3454545454545454,0.14563106796116504,0.2766283524904215,0.3601953601953602
"Core i5, Windows 11 Home",Thin and Light Laptop,0.1059322033898305,0.513771186440678,0.07838983050847458,0.74,1.4403298969072165,1.0,0.023964916690606144,1.8701108213820077,0.34193672345331105,0.1448140900195695,0.4652723311546841,0.44628865979381444
"Core i5, Intel, Windows 11 Home",Thin and Light Laptop,0.1059322033898305,0.513771186440678,0.07838983050847458,0.74,1.4403298969072165,1.0,0.023964916690606144,1.8701108213820077,0.34193672345331105,0.1448140900195695,0.4652723311546841,0.44628865979381444
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop","DDR4, Intel",0.11016949152542373,0.614406779661017,0.09745762711864407,0.8846153846153847,1.4397877984084881,1.0,0.029768744613616782,3.3418079096045217,0.34327122153209116,0.15540540540540537,0.7007607776838548,0.5216180371352785
"8 GB, Core i3, Windows 11 Home","DDR4, Thin and Light Laptop",0.0858050847457627,0.4459745762711864,0.05508474576271186,0.6419753086419754,1.4394885780475648,1.0,0.0168178594513071,1.547450321449445,0.3339647027364294,0.11555555555555555,0.3537757004933552,0.38274537403595205
"8 GB, Core i3, Intel, Windows 11 Home","DDR4, Thin and Light Laptop",0.0858050847457627,0.4459745762711864,0.05508474576271186,0.6419753086419754,1.4394885780475648,1.0,0.0168178594513071,1.547450321449445,0.3339647027364294,0.11555555555555555,0.3537757004933552,0.38274537403595205
"16 GB, Core i5, Intel","Processing & Multitasking, Thin and Light Laptop",0.09322033898305085,0.4661016949152542,0.0625,0.6704545454545454,1.4384297520661158,1.0,0.019049841999425457,1.6201052016364699,0.3361317915412641,0.1257995735607676,0.3827561327561327,0.4022727272727272
"16 GB, Core i5","Processing & Multitasking, Thin and Light Laptop",0.09322033898305085,0.4661016949152542,0.0625,0.6704545454545454,1.4384297520661158,1.0,0.019049841999425457,1.6201052016364699,0.3361317915412641,0.1257995735607676,0.3827561327561327,0.4022727272727272
"Core i5, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4, Intel",0.17478813559322035,0.3877118644067797,0.09745762711864407,0.5575757575757576,1.4381188938565987,1.0,0.029690193191611605,1.3839389366148134,0.3691745269855445,0.20956719817767655,0.2774247666981231,0.40447093889716845
"AMD, Gaming Laptop","DDR4, Windows 10 Home",0.09427966101694915,0.4141949152542373,0.05614406779661017,0.5955056179775281,1.437742463863904,1.0,0.017093911591496702,1.4482403483992468,0.33615800507558213,0.12412177985948479,0.3095068777048581,0.3655277450501451
"Core i5, Intel, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.1059322033898305,0.4661016949152542,0.07097457627118645,0.67,1.4374545454545455,1.0,0.02159939672507901,1.6178736517719572,0.3403833911013653,0.1416490486257928,0.381904761904762,0.41113636363636363
"Core i5, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.1059322033898305,0.4661016949152542,0.07097457627118645,0.67,1.4374545454545455,1.0,0.02159939672507901,1.6178736517719572,0.3403833911013653,0.1416490486257928,0.381904761904762,0.41113636363636363
Gaming,"DDR4, Windows 10 Home",0.22245762711864406,0.4141949152542373,0.13241525423728814,0.5952380952380953,1.4370965777615397,1.0,0.04027443622522264,1.4472831505483554,0.3911716621253406,0.26260504201680673,0.30905020235942493,0.4574655949336257
Core i5,"DDR4, Intel",0.3072033898305085,0.614406779661017,0.2711864406779661,0.8827586206896552,1.4367657550535076,1.0,0.08243859523125538,3.288883349950149,0.43879013761467883,0.4169381107491856,0.6959454338764683,0.6620689655172414
"Core i3, DDR4, Thin and Light Laptop, Windows 11 Home","Intel, Processing & Multitasking",0.0646186440677966,0.5709745762711864,0.05296610169491525,0.819672131147541,1.4355667751452297,1.0,0.01607049877908647,2.379140986132512,0.3243714609286524,0.09090909090909091,0.5796802266747623,0.4562182548131026
"8 GB, Intel, Processing & Multitasking, Windows 11 Home","DDR4, Thin and Light Laptop",0.1228813559322034,0.4459745762711864,0.07838983050847458,0.6379310344827586,1.430420181833074,1.0,0.023587869864981327,1.5301654560129134,0.3430604517561039,0.15982721382289417,0.34647590162853553,0.4068515029895978
"8 GB, Core i3, Intel, Processing & Multitasking","DDR4, Thin and Light Laptop",0.13665254237288135,0.4459745762711864,0.08686440677966102,0.6356589147286822,1.4253254525032684,1.0,0.025920847098534913,1.5206229715109991,0.34563818644321426,0.17521367521367523,0.3423747906383862,0.41521663076101567
"8 GB, Core i3, Processing & Multitasking","DDR4, Thin and Light Laptop",0.13665254237288135,0.4459745762711864,0.08686440677966102,0.6356589147286822,1.4253254525032684,1.0,0.025920847098534913,1.5206229715109991,0.34563818644321426,0.17521367521367523,0.3423747906383862,0.41521663076101567
"Core i3, Thin and Light Laptop","8 GB, DDR4",0.13983050847457626,0.5423728813559322,0.10805084745762712,0.7727272727272728,1.4247159090909092,1.0,0.03221057167480611,2.013559322033899,0.3465662126919735,0.18819188191881922,0.5033670033670036,0.4859730113636364
"Core i3, Intel, Thin and Light Laptop","8 GB, DDR4",0.13983050847457626,0.5423728813559322,0.10805084745762712,0.7727272727272728,1.4247159090909092,1.0,0.03221057167480611,2.013559322033899,0.3465662126919735,0.18819188191881922,0.5033670033670036,0.4859730113636364
"DDR4, Everyday Use, Thin and Light Laptop",8 GB,0.11440677966101695,0.5720338983050848,0.09322033898305085,0.8148148148148148,1.4244170096021946,1.0,0.02777578282102844,2.311016949152542,0.3364506307090039,0.1571428571428571,0.5672900623395671,0.4888888888888889
"8 GB, Intel, Windows 11 Home","DDR4, Thin and Light Laptop",0.15677966101694915,0.4459745762711864,0.09957627118644068,0.6351351351351351,1.4241509918469537,1.0,0.029656528296466533,1.518440050219711,0.35320218111835777,0.19789473684210523,0.341429383494393,0.4292065224369262
"Core i7, Gaming Laptop","DDR4, Intel",0.059322033898305086,0.614406779661017,0.05190677966101695,0.875,1.4241379310344826,1.0,0.015458919850617633,3.084745762711864,0.31660231660231647,0.08347529812606475,0.6758241758241758,0.47974137931034483
"DDR4, Ryzen 5 Hexa Core",8 GB,0.0847457627118644,0.5720338983050848,0.06885593220338983,0.8125,1.4203703703703703,1.0,0.02037848319448434,2.2824858757062145,0.32336182336182334,0.1171171171171171,0.5618811881188118,0.4664351851851852
"AMD, DDR4, Ryzen 5 Hexa Core",8 GB,0.0847457627118644,0.5720338983050848,0.06885593220338983,0.8125,1.4203703703703703,1.0,0.02037848319448434,2.2824858757062145,0.32336182336182334,0.1171171171171171,0.5618811881188118,0.4664351851851852
"Core i3, Thin and Light Laptop","8 GB, Processing & Multitasking",0.13983050847457626,0.4533898305084746,0.09004237288135593,0.6439393939393939,1.4202775417728688,1.0,0.02664464234415398,1.535160476018752,0.3440162271805274,0.17894736842105263,0.3486023020906741,0.4212687623902577
"Core i3, Intel, Thin and Light Laptop","8 GB, Processing & Multitasking",0.13983050847457626,0.4533898305084746,0.09004237288135593,0.6439393939393939,1.4202775417728688,1.0,0.02664464234415398,1.535160476018752,0.3440162271805274,0.17894736842105263,0.3486023020906741,0.4212687623902577
"Core i3, Processing & Multitasking, Windows 11 Home","8 GB, DDR4",0.07838983050847458,0.5423728813559322,0.06038135593220339,0.7702702702702703,1.4201858108108107,1.0,0.017864837690318873,1.992023928215354,0.32103246622302883,0.10775047258979206,0.49799799799799804,0.44079919763513514
"Core i3, Intel, Processing & Multitasking, Windows 11 Home","8 GB, DDR4",0.07838983050847458,0.5423728813559322,0.06038135593220339,0.7702702702702703,1.4201858108108107,1.0,0.017864837690318873,1.992023928215354,0.32103246622302883,0.10775047258979206,0.49799799799799804,0.44079919763513514
"8 GB, Windows 11 Home","DDR4, Thin and Light Laptop",0.2108050847457627,0.4459745762711864,0.13347457627118645,0.6331658291457287,1.4197352558517053,1.0,0.03946086792588338,1.5102884838634785,0.374613827633962,0.25506072874493924,0.3378748426645658,0.4662266200360473
"Core i5, DDR4, Windows 11 Home","Intel, Processing & Multitasking",0.0836864406779661,0.5709745762711864,0.06779661016949153,0.810126582278481,1.4188487823207534,1.0,0.020013780163746053,2.2595338983050848,0.3221640173410405,0.11552346570397114,0.5574308485700891,0.46443249336558556
"8 GB, Core i3, Thin and Light Laptop","Intel, Processing & Multitasking",0.11122881355932203,0.5709745762711864,0.09004237288135593,0.8095238095238095,1.417793091262479,1.0,0.02653354819017524,2.2523834745762716,0.33155717590969647,0.15205724508050092,0.5560258671369783,0.4836116264687693
"Core i5, Processing & Multitasking","DDR4, Intel",0.2627118644067797,0.614406779661017,0.2288135593220339,0.8709677419354838,1.4175750834260288,1.0,0.06740160873312265,2.988347457627116,0.3995317156236695,0.3529411764705882,0.6653668911733425,0.6216907675194661
"Everyday Use, Thin and Light Laptop",8 GB,0.1228813559322034,0.5720338983050848,0.09957627118644068,0.8103448275862069,1.4166028097062577,1.0,0.02928397012352771,2.2565485362095523,0.33528625758042946,0.16725978647686832,0.5568453397063843,0.49220945083014045
"Core i5, DDR4, Windows 10 Home","Intel, Thin and Light Laptop",0.13771186440677965,0.3855932203389831,0.07521186440677965,0.5461538461538461,1.4163989856297545,1.0,0.02211110313128411,1.3537776501005454,0.3409350451603972,0.16784869976359335,0.2613262599469495,0.37060439560439556
"8 GB, Core i5, Intel, Thin and Light Laptop","Processing & Multitasking, Windows 10 Home",0.11970338983050847,0.375,0.0635593220338983,0.5309734513274336,1.4159292035398228,1.0,0.018670550847457626,1.3325471698113205,0.33369434416365823,0.14742014742014742,0.2495575221238937,0.3502324883755812
"8 GB, Core i5, Thin and Light Laptop","Processing & Multitasking, Windows 10 Home",0.11970338983050847,0.375,0.0635593220338983,0.5309734513274336,1.4159292035398228,1.0,0.018670550847457626,1.3325471698113205,0.33369434416365823,0.14742014742014742,0.2495575221238937,0.3502324883755812
"8 GB, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.163135593220339,0.513771186440678,0.11864406779661017,0.7272727272727273,1.4155576382380506,1.0,0.03482970051709279,1.7828389830508475,0.35079113924050637,0.2125237191650854,0.43909685086155675,0.4791002811621368
"8 GB, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.163135593220339,0.3855932203389831,0.08898305084745763,0.5454545454545454,1.4145854145854144,1.0,0.026079072105716736,1.351694915254237,0.3502109704641349,0.1935483870967742,0.2601880877742946,0.38811188811188807
"Processing & Multitasking, Transparent Silver",Thin and Light Laptop,0.07733050847457627,0.513771186440678,0.05614406779661017,0.726027397260274,1.4131337381725744,1.0,0.016413880709566217,1.7747351694915254,0.3168554903277517,0.10495049504950496,0.4365356492673173,0.417652873887869
"AMD, DDR4, Gaming Laptop",Windows 10 Home,0.08792372881355932,0.4523305084745763,0.05614406779661017,0.6385542168674699,1.4116983155102847,1.0,0.016373482835392132,1.5152189265536724,0.3197466745556944,0.11597374179431073,0.34002936310037063,0.38133799836347737
"DDR4, Everyday Use, Processing & Multitasking",Windows 11 Home,0.11970338983050847,0.388771186440678,0.06567796610169492,0.5486725663716815,1.4112994622748427,1.0,0.019140737216317157,1.354291292788302,0.3310624587554832,0.14832535885167467,0.2616064170794927,0.35880494803597696
"8 GB, DDR4, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.1440677966101695,0.3855932203389831,0.07838983050847458,0.5441176470588235,1.4111182934712345,1.0,0.02283826486641769,1.3477310005467464,0.3403799839443403,0.1737089201877934,0.2580121703853955,0.37370717517776336
Gaming,Windows 10 Home,0.22245762711864406,0.4523305084745763,0.1419491525423729,0.6380952380952382,1.410683617709379,1.0,0.04132478095374893,1.5132972792149868,0.37441538899507915,0.2664015904572564,0.33919130514875206,0.4759562841530055
"Everyday Use, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.07309322033898305,0.513771186440678,0.05296610169491525,0.7246376811594203,1.4104288062154489,1.0,0.015412911160586032,1.765778322925959,0.313942857142857,0.0992063492063492,0.43367749676360073,0.41386523233228745
"8 GB, Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1228813559322034,0.513771186440678,0.08898305084745763,0.7241379310344828,1.4094560966939211,1.0,0.02585015081873024,1.7625794491525424,0.33120542903151584,0.16247582205029013,0.4326496882277815,0.44866690366157125
Core i3,"8 GB, DDR4",0.22033898305084745,0.5423728813559322,0.1684322033898305,0.7644230769230769,1.409405048076923,1.0,0.04892631427750646,1.9425804219993077,0.37257314738856984,0.2834224598930481,0.4852207977207976,0.5374849759615384
"Core i3, Intel","8 GB, DDR4",0.22033898305084745,0.5423728813559322,0.1684322033898305,0.7644230769230769,1.409405048076923,1.0,0.04892631427750646,1.9425804219993077,0.37257314738856984,0.2834224598930481,0.4852207977207976,0.5374849759615384
"Core i3, Windows 11 Home","Intel, Processing & Multitasking",0.09745762711864407,0.5709745762711864,0.07838983050847458,0.8043478260869564,1.408727918044688,1.0,0.02274400316001149,2.1927966101694905,0.32146935668062426,0.13285457809694795,0.5439613526570046,0.47081955311768975
"8 GB, Core i3, DDR4, Thin and Light Laptop","Intel, Processing & Multitasking",0.10805084745762712,0.5709745762711864,0.08686440677966102,0.803921568627451,1.407981374367929,1.0,0.025170119936799774,2.1880296610169494,0.3248653032848619,0.14669051878354203,0.542967804405713,0.47802757466623014
"Everyday Use, Thin and Light Laptop, Windows 11 Home","8 GB, DDR4",0.08050847457627118,0.5423728813559322,0.0614406779661017,0.7631578947368421,1.4070723684210527,1.0,0.017775064636598684,1.9322033898305089,0.3146353090735739,0.10943396226415096,0.4824561403508773,0.4382195723684211
"Core i7, DDR4",Windows 10 Home,0.0815677966101695,0.4523305084745763,0.05190677966101695,0.6363636363636364,1.4068554396423247,1.0,0.015011176745188162,1.506091101694915,0.31487889273356395,0.1076923076923077,0.3360295410585546,0.37555886736214605
"Core i7, DDR4, Intel",Windows 10 Home,0.0815677966101695,0.4523305084745763,0.05190677966101695,0.6363636363636364,1.4068554396423247,1.0,0.015011176745188162,1.506091101694915,0.31487889273356395,0.1076923076923077,0.3360295410585546,0.37555886736214605
"Everyday Use, Windows 11 Home","DDR4, Thin and Light Laptop",0.11652542372881355,0.4459745762711864,0.07309322033898305,0.6272727272727273,1.4065212697041678,1.0,0.021125843866704977,1.4864096734187684,0.3271469780697182,0.14935064935064934,0.32723796280201645,0.39558410710429714
"Core i5, Windows 11 Home","8 GB, Intel",0.1059322033898305,0.413135593220339,0.0614406779661017,0.5800000000000001,1.403897435897436,1.0,0.017676314277506468,1.3972962066182408,0.32178460532766795,0.13425925925925924,0.284332129963899,0.3643589743589744
"AMD, DDR4, Thin and Light Laptop","8 GB, Processing & Multitasking",0.1048728813559322,0.4533898305084746,0.06673728813559322,0.6363636363636364,1.4035683942225998,1.0,0.019188990232691758,1.5031779661016949,0.3212172442941674,0.13577586206896552,0.3347427766032417,0.39177994902293967
"8 GB, Core i3",Intel,0.17584745762711865,0.7129237288135594,0.17584745762711865,1.0,1.4026745913818721,1.0,0.05048163243320883,inf,0.3483290488431875,0.24665676077265972,1.0,0.6233283803863299
"Core i3, DDR4, Everyday Use, Thin and Light Laptop",Intel,0.05190677966101695,0.7129237288135594,0.05190677966101695,1.0,1.4026745913818721,1.0,0.01490120475438092,inf,0.3027932960893854,0.07280832095096582,1.0,0.5364041604754829
"8 GB, Core i3, Windows 10 Home",Intel,0.0625,0.7129237288135594,0.0625,1.0,1.4026745913818721,1.0,0.01794226694915254,inf,0.3062146892655367,0.08766716196136701,1.0,0.5438335809806835
"Core i5, DDR4, Processing & Multitasking",Intel,0.2288135593220339,0.7129237288135594,0.2288135593220339,1.0,1.4026745913818721,1.0,0.06568694340706693,inf,0.37225274725274726,0.3209509658246657,1.0,0.6604754829123328
"Core i5, DDR4, Thin and Light Laptop",Intel,0.15572033898305085,0.7129237288135594,0.15572033898305085,1.0,1.4026745913818721,1.0,0.044703614263142774,inf,0.34002509410288584,0.21842496285289748,1.0,0.6092124814264488
"8 GB, Core i3, Processing & Multitasking, Windows 10 Home",Intel,0.05296610169491525,0.7129237288135594,0.05296610169491525,1.0,1.4026745913818721,1.0,0.015205310973858084,inf,0.3031319910514541,0.07429420505200593,1.0,0.537147102526003
"Core i5, Processing & Multitasking, Windows 11 Home",Intel,0.08898305084745763,0.7129237288135594,0.08898305084745763,1.0,1.4026745913818721,1.0,0.025544922436081585,inf,0.3151162790697674,0.12481426448736997,1.0,0.562407132243685
